Rating,Title,New Desc,Level,BodyPart,Type,Equipment
Bad,UN Cable Pull-Through,None,Intermediate,Middle Back,Strength,Cable
Good,30 Back Close-Grip Seated Cable Row,None,Intermediate,Middle Back,Strength,Cable
Bad,30 Back Incline Face-Up Cable Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Best,30 Back Kneeling High Cable Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Good,30 Back Leaning V-Bar Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Good,30 Back Reverse-Grip Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Bad,30 Back Standing Low Cable Bar Row,None,Intermediate,Middle Back,Strength,Cable
Best,30 Back Standing Low Cable Rope Row,None,Intermediate,Middle Back,Strength,Cable
Good,30 Back Straight-Arm Bar Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Best,30 Back Straight-Arm Rope Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Good,30 Back Wide-Grip Behind-The-Head Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Best,30 Back Wide-Grip Pull-Down,None,Intermediate,Middle Back,Strength,Cable
Bad,30 back Wide-Grip Seated Cable Row,None,Intermediate,Middle Back,Strength,Cable
Best,Rower,"The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all types of gyms. It can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Intermediate,Middle Back,Cardio,Machine
Best,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Intermediate,Middle Back,Strength,Cable
Good,Smith machine bent-over row,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.",Intermediate,Middle Back,Strength,Machine
Good,Leverage High Row,The machine high row is an exercise targeting the lats and works the back overall.,Beginner,Middle Back,Strength,Machine
Best,Machine Low Row,The machine low row is an exercise targeting the back muscles.,Intermediate,Middle Back,Strength,Machine
Bad,Standing lat pull-down,"The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits.",Intermediate,Middle Back,Strength,Machine
Bad,30 Back Machine Seated Row,None,Intermediate,Middle Back,Strength,Machine
Bad,30 Back Smith Machine Push-Up,None,Intermediate,Middle Back,Strength,Machine
Good,Mixed Grip Chin,None,Intermediate,Middle Back,Strength,Body Only
Bad,Rhomboids SMR,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats.",Intermediate,Middle Back,Stretching,Body Only
Bad,Spinal Stretch,None,Intermediate,Middle Back,Stretching,Body Only
Bad,Upper Back Stretch,None,Intermediate,Middle Back,Stretching,Body Only
Bad,Middle Back Stretch,None,Intermediate,Middle Back,Stretching,Body Only
Best,TBS Pull-Up,None,Intermediate,Middle Back,Strength,Body Only
Best,HM Angel Stretch,None,Intermediate,Middle Back,Strength,Body Only
Best,UNS Foam Roll Upper Back,None,Intermediate,Middle Back,Strength,Body Only
Good,30 Back Neutral-Grip Pull-Down,None,Intermediate,Middle Back,Strength,Body Only
Good,30 Back Pull-Up,None,Intermediate,Middle Back,Strength,Body Only
Bad,30 Back Reverse-Grip Pull-Up,None,Intermediate,Middle Back,Strength,Body Only
Best,ACFT Medicine ball overhead power throw,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.",Intermediate,Middle Back,Strength,Medicine Ball
Good,Upright Row - With Bands,None,Beginner,Traps,Strength,Bands
Best,Band seated row,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.",Intermediate,Traps,Strength,Bands
Good,Barbell shrug,"The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Intermediate,Traps,Strength,Barbell
Good,Barbell behind-the-back shrug,"The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Intermediate,Traps,Strength,Barbell
Good,Clean Shrug,None,Beginner,Traps,Olympic Weightlifting,Barbell
Good,Snatch Shrug,None,Beginner,Traps,Olympic Weightlifting,Barbell
Good,Single-arm inverted row,"The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row.",Intermediate,Traps,Strength,Barbell
Best,Kettlebell sumo deadlift high pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",Intermediate,Traps,Strength,Kettlebells
Best,Standing dumbbell shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Intermediate,Traps,Strength,Dumbbell
Best,Standing dumbbell upright row,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Intermediate,Traps,Strength,Dumbbell
Good,Dumbbell pull-over,"The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso.",Intermediate,Traps,Strength,Dumbbell
Good,Standing Dumbbell Shrug - Gethin Variation,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Intermediate,Traps,Strength,Dumbbell
Best,Single-arm dumbbell row,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout.",Intermediate,Traps,Strength,Dumbbell
Best,Lying Face Down Plate Neck Resistance,None,Beginner,Neck,Strength,Other
Good,Lying Face Up Plate Neck Resistance,None,Beginner,Neck,Strength,Other
Good,Seated Head Harness Neck Resistance,None,Beginner,Neck,Strength,Other
Good,Cable straight-bar upright row,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Intermediate,Traps,Strength,Cable
